insee_code,postal_code,city,populationlatitude,longitude,mayor_first_name,mayor_last_name,mayor_birthdate,first_mandate_date,party
01032,1360,Béligneux,3040,45.8283269463,5.15327415034,Francis,SIGOIRE,1953-01-12,2005,DVD
01033,1200,Bellegarde-sur-Valserine,11630,46.1338706653,5.81259483702,Régis,PETIT,1956-04-06,2002,DVD
01034,1300,Belley,8761,45.7328309975,5.65715901636,Christian,JIMENEZ,1950-02-28,2014,DVD
01035,1130,Belleydoux,323,46.1948352393,5.7148151411,Madeleine,DURAFFOURG,1951-06-18,2014,SE
01036,1260,Belmont-Luthézieu,527,45.9506630232,5.68746147482,Pauline,GODET,1982-05-12,2014,NA
01037,1470,Bénonces,273,45.805864462,5.47727707691,Sylvie,RIGHETTI,1965-04-14,2014,SE
01038,1370,Bény,714,46.2853749129,5.32614321781,Patrick,BAVOUX,1957-07-25,2014,SE
01039,1350,Béon,401,45.8543854094,5.76557245306,Jean-Marc,DUPONT,1964-01-23,2014,NA
01040,1340,Béréziat,446,46.3400485451,5.13297724307,Jean Jacques,THEVENON,1951-09-15,2014,SE
01041,1500,Bettant,731,45.9756078125,5.34313562094,Jean-Félix,FEZZOLI,1956-02-15,2001,SE
01042,1290,Bey,247,46.2466681,4.88543738301,Michel,GENTIL,1949-10-06,1995,DVG
01043,1700,Beynost,4471,45.8388521429,4.95806179291,Michel,NICOD,1943-05-08,2008,DVD
01044,1200,Billiat,516,46.1338706653,5.81259483702,Jean-Marc,BEAUQUIS,1955-11-29,1995,SE
01045,1330,Birieux,251,45.9976909227,5.02164504767,François,CHRISTOLHOMME,1940-09-27,2014,SE
01046,1290,Biziat,807,46.2466681,4.88543738301,Christian,GIRAUD,1963-03-21,2008,SE
01047,1150,Blyes,907,45.8772713832,5.32595701713,Daniel,MARTIN,1951-02-08,2014,SE
01049,1120,La Boisse,2908,45.8725197955,5.04054729356,François,DROGUE,1949-10-30,2001,DVD
01050,1190,Boissey,292,46.4316836316,4.96424452785,Andrée,TIRREAU,1950-05-09,2008,SE
01051,1450,Bolozon,92,46.1107742949,5.45519733117,Guy,BARDET,1952-03-28,2014,SE
01052,1330,Bouligneux,309,45.9976909227,5.02164504767,Laurent,COMTET,1968-06-02,2014,SE
01053,1000,Bourg-en-Bresse,39882,46.2069478835,5.22442559307,Jean François,DEBAT,1966-01-24,2008,PS
01054,1800,Bourg-Saint-Christophe,1201,45.8984701804,5.16340257624,Bernard,PERRET,1952-06-09,1995,DVD
01056,1640,Boyeux-Saint-Jérôme,339,46.0337779297,5.42151732468,Marie-Christine,CHAPEL,1965-06-12,2001,DVD
01057,1190,Boz,498,46.4316836316,4.96424452785,Monique,JOUBERT-LAURENCIN,1958-09-30,2008,SE
01058,1300,Brégnier-Cordon,862,45.7328309975,5.65715901636,Raynald,CHAHINE,1973-05-26,2014,SE
01059,1260,Brénaz,92,45.9506630232,5.68746147482,Pascale,MARTINOD,1962-08-15,2008,NA
01060,1110,Brénod,543,45.9724218119,5.577110369,Annie,CARRIER,1954-06-28,2008,NA
01061,1300,Brens,1184,45.7328309975,5.65715901636,Jean-Marc,PAITA,1960-04-28,2008,DVD
01062,1360,Bressolles,742,45.8283269463,5.15327415034,Fabrice,BEAUVOIS,1969-02-27,2014,SE
01063,1460,Brion,522,46.1732029522,5.56455683284,André,CORTINOVIS,1941-08-12,2001,SE
01064,1470,Briord,902,45.805864462,5.47727707691,Jacky,LAMBERT,1954-08-10,2001,SE
01065,1310,Buellas,1694,46.2412963633,5.11553315012,Michel,CHANEL,1953-10-30,2008,UMP-LR
01066,1510,La Burbanche,74,45.8480243468,5.61949053703,Patrick,MARIE,1958-06-29,2014,SE
01067,1430,Ceignes,261,46.1000038391,5.54230808548,Alain,AUBOEUF,1961-06-14,2008,SE
01068,1450,Cerdon,741,46.1107742949,5.45519733117,Sylvie,GOY-CHAVENT,1963-05-23,1995,UDI
01069,1240,Certines,1447,46.0916655381,5.14797548998,Eric,THOMAS,1963-07-01,2008,DVG
01071,1170,Cessy,4167,46.3286268081,6.03059799732,Christophe,BOUVIER,1963-05-06,2008,DVD
01072,1250,Ceyzériat,2838,46.2066710432,5.38605889851,Jean-Yves,FLOCHON,1958-08-15,2001,UMP-LR
01073,1350,Ceyzérieu,954,45.8543854094,5.76557245306,Bernard,REUTER,1946-07-18,2001,DVD
01074,1320,Chalamont,2365,46.0113616676,5.19303242296,Ali,BENMEDJAHED,1960-12-13,2008,PRG
01075,1480,Chaleins,1156,46.0178170669,4.81482624573,Gilbert,GROS,1941-06-04,2001,DVD
01076,1230,Chaley,133,45.9329292993,5.4692328328,Jean-Paul,PERSICO,1949-05-18,2008,NA
01077,1450,Challes-la-Montagne,175,46.1107742949,5.45519733117,Marie-Christine,CUTURIER,1956-06-23,2014,SE
01078,1630,Challex,1268,46.2145490709,5.95816552297,Claude,CHAPPUIS,1962-11-27,2014,SE
01079,1260,Champagne-en-Valromey,771,45.9506630232,5.68746147482,Claude,JUILLET,1952-10-13,NA,NA
01080,1110,Champdor,465,45.9724218119,5.577110369,Stéphane,MARTINAND,1970-02-27,2014,NA
01081,1410,Champfromier,676,46.2796643227,5.91198359476,Michel,DE SOUZA,1958-09-14,1995,UMP-LR
01082,1420,Chanay,627,45.9853522838,5.7838620591,Henri,CALDAIROU,1958-06-30,2008,NA
01083,1990,Chaneins,810,46.0766987934,4.89959868147,Patrice,FLAMAND,1970-05-19,2014,SE
01084,1400,Chanoz-Châtenay,713,46.1331001556,4.99858455549,Olivier,MORANDAT,1969-02-14,2014,SE
01085,1240,La Chapelle-du-Châtelard,357,46.0916655381,5.14797548998,Cyrille,RIMAUD,1960-05-05,2008,SE
01087,1130,Charix,289,46.1948352393,5.7148151411,Didier,PALISSON,1964-07-14,2014,SE
01088,1800,Charnoz-sur-Ain,913,45.8984701804,5.16340257624,Jean-Louis,GUYADER,1949-04-22,2001,UDI
01089,1500,Château-Gaillard,1830,45.9756078125,5.34313562094,Joël,BRUNET,1955-05-02,2008,DVD
01090,1320,Châtenay,352,46.0113616676,5.19303242296,Cyrille,CHAFFARD,1972-07-02,2014,NA
01091,1200,Châtillon-en-Michaille,3134,46.1338706653,5.81259483702,Patrick,PERREARD,1963-06-29,2001,DVD
01092,1320,Châtillon-la-Palud,1583,46.0113616676,5.19303242296,André,MICHON,1947-12-15,2009,NA
01093,1400,Châtillon-sur-Chalaronne,4940,46.1331001556,4.99858455549,Yves,CLAYETTE,1952-08-15,2008,UMP-LR
01094,1190,Chavannes-sur-Reyssouze,697,46.4316836316,4.96424452785,Paul,MOREL,1948-10-16,2008,SE
01095,1250,Chavannes-sur-Suran,638,46.2066710432,5.38605889851,Jean Jacques,LAURENT,1953-01-21,2014,SE
01096,1660,Chaveyriat,943,46.2212048437,5.05767036024,Claude,JACQUET,1956-08-29,1995,DVG
01097,1510,Chavornay,209,45.8480243468,5.61949053703,Robert,SERPOL,1952-09-19,2008,NA
01098,1300,Chazey-Bons,775,45.7328309975,5.65715901636,Didier,BONNARD,1959-09-03,2008,SE
01099,1150,Chazey-sur-Ain,1520,45.8772713832,5.32595701713,René,DULOT,1948-03-02,1995,DVG
01100,1510,Cheignieu-la-Balme,159,45.8480243468,5.61949053703,Marc,BUET,1958-06-13,2014,SE
01101,1430,Chevillard,160,46.1000038391,5.54230808548,Jean-Paul,ROLANDEZ,1951-01-12,2014,NA
01102,1190,Chevroux,938,46.4316836316,4.96424452785,Dominique,SAVOT,1962-07-03,2008,SE
01103,1170,Chevry,1269,46.3286268081,6.03059799732,Jean-François,RAVOT,1947-09-05,1995,DVG
01104,1410,Chézery-Forens,449,46.2796643227,5.91198359476,Bernard,VUAILLAT,1956-08-14,2014,SE
01105,1390,Civrieux,1347,45.9283135136,4.92727608131,Marie Jeanne,BEGUET,1949-04-17,1995,MoDem
01106,1250,Cize,172,46.2066710432,5.38605889851,Luc,DESBOIS,1965-01-31,2014,SE
01107,1230,Cleyzieu,137,45.9329292993,5.4692328328,Jean,PEYSSON,1950-02-19,2008,NA
01108,1270,Coligny,1160,46.3890219242,5.30343220636,Bruno,RAFFIN,1961-07-16,2014,DVD
01109,1550,Collonges,1979,46.1521009626,5.90976446888,André,DUPARC,1946-10-07,2008,DVD
01110,1300,Colomieu,112,45.7328309975,5.65715901636,Gérard,JULLIARD,1953-06-27,2008,SE
01111,1230,Conand,102,45.9329292993,5.4692328328,Gérard,CHABERT,1953-03-05,2014,SE
01112,1430,Condamine,406,46.1000038391,5.54230808548,Gérard,BRUYAS,1951-09-11,2014,NA
01113,1400,Condeissiat,763,46.1331001556,4.99858455549,Alain,DUPRE,1948-12-20,2008,SE
01114,1200,Confort,539,46.1338706653,5.81259483702,Michel,JERDELET,1953-09-16,2008,NA
01115,1310,Confrançon,1200,46.2412963633,5.11553315012,Christiane,COLAS,1953-10-19,2001,PS
01116,1300,Contrevoz,538,45.7328309975,5.65715901636,Alain,SAUREL,1951-07-19,1989,NA
01117,1300,Conzieu,144,45.7328309975,5.65715901636,Guy,JANET,1943-02-10,2014,SE
01118,1420,Corbonod,1190,45.9853522838,5.7838620591,Joseph,TRAVAIL,1945-09-24,2001,NA
01119,None,Corcelles,248,None,None,Alain,BALLAND,1965-01-16,NA,NA
01121,1110,Corlier,121,45.9724218119,5.577110369,Jean-François,DUPONT,1962-11-29,2008,NA
01122,1110,Cormaranche-en-Bugey,828,45.9724218119,5.577110369,Philippe,EMIN,1962-07-26,2014,UMP-LR
01123,1290,Cormoranche-sur-Saône,1064,46.2466681,4.88543738301,Yves Augustin,CHAPPELON,1955-09-08,2008,UMP-LR
01124,1560,Cormoz,644,46.44295833,5.12304891736,Pierre,RIONDY,1954-06-29,2012,SE
01125,1250,Corveissiat,612,46.2066710432,5.38605889851,Brigitte,MORELET,1957-04-27,2014,SE
01127,1370,Courmangoux,507,46.2853749129,5.32614321781,Mireille,MORNAY,1959-01-09,2008,SE
01128,1560,Courtes,275,46.44295833,5.12304891736,Thierry,PALLEGOIX,1971-02-10,2014,NA
01129,1320,Crans,266,46.0113616676,5.19303242296,Jean-Marie,CHENOT,1952-05-16,2014,NA
01130,1340,Cras-sur-Reyssouze,1307,46.3400485451,5.13297724307,Gérard,PERRIN,1959-02-16,2008,DVG
01133,1350,Cressin-Rochefort,376,45.8543854094,5.76557245306,Thierry,PETIT,1965-02-12,2014,SE
01134,1290,Crottet,1722,46.2466681,4.88543738301,Daniel,PERRUCHE,1947-03-30,2001,DVD
01135,1170,Crozet,1913,46.3286268081,6.03059799732,Dominique,DONZE,1953-06-26,2014,DVD
01136,1290,Cruzilles-lès-Mépillat,828,46.2466681,4.88543738301,Christian,LAY,1954-04-28,1995,SE
01138,1350,Culoz,2924,45.8543854094,5.76557245306,Franck,ANDRE-MASSE,1963-09-22,2014,SE
01139,1560,Curciat-Dongalon,454,46.44295833,5.12304891736,Marie-Laure,CLAPPAZ,1957-05-09,2008,SE
01140,1310,Curtafond,714,46.2412963633,5.11553315012,Gérard,GALLET,1951-03-21,1995,UMP-LR
01141,1300,Cuzieu,410,45.7328309975,5.65715901636,Michel,RAMON,1945-10-13,2014,SE
01142,1120,Dagneux,4183,45.8725197955,5.04054729356,Bernard,SIMPLEX,1953-08-07,2008,DVD
01143,1220,Divonne-les-Bains,8388,46.3657930813,6.1147054957,Etienne,BLANC,1954-08-29,1991,UMP-LR
01144,1380,Dommartin,857,46.3161847468,4.97400450524,Michel,NOVE-JOSSERAND,1956-05-26,2014,SE
01145,1240,Dompierre-sur-Veyle,1210,46.0916655381,5.14797548998,Jean,BERARD,1950-08-19,2001,DVD
01146,1400,Dompierre-sur-Chalaronne,391,46.1331001556,4.99858455549,Didier,MUNERET,1959-07-26,2001,SE
01147,1270,Domsure,469,46.3890219242,5.30343220636,Yvan,PAUGET,1978-07-27,2014,SE
01148,1590,Dortan,1934,46.3238684456,5.65548376535,Marianne,DUBARE,1958-11-10,2008,PS
01149,1500,Douvres,983,45.9756078125,5.34313562094,Christian,LIMOUSIN,1953-03-25,2014,SE
01150,1250,Drom,211,46.2066710432,5.38605889851,Yves,GUILLEMOT,1957-09-22,2014,SE
01151,1160,Druillat,1144,46.0747014809,5.31394582841,Jean-Luc,EMIN,1962-04-14,2014,NA
01152,1130,Echallon,770,46.1948352393,5.7148151411,Daniel,SAVOYE,1953-06-26,2008,SE
01153,1170,Echenevex,1722,46.3286268081,6.03059799732,Pierre,REBEIX,1947-12-14,2014,DVD
01154,1340,Etrez,800,46.3400485451,5.13297724307,Virginie,GRIGNOLA-BERNARD,1970-12-01,2014,SE
01155,1230,Evosges,143,45.9329292993,5.4692328328,Christophe,GUILLET,1949-08-16,2014,NA
01156,1800,Faramans,712,45.8984701804,5.16340257624,Gérard,BROCHIER,1956-10-26,2014,SE
01157,1480,Fareins,2175,46.0178170669,4.81482624573,Yves,DUMOULIN,1955-12-15,2008,DVD
01158,1550,Farges,901,46.1521009626,5.90976446888,Monique,GRAZIOTTI,1961-08-22,2014,SE
01159,1570,Feillens,3108,46.3545794503,4.88868114295,Guy,BILLOUDET,1959-03-07,1995,UMP-LR
01160,1210,Ferney-Voltaire,8452,46.2774426572,6.10074151675,Daniel,RAPHOZ,1955-12-06,2014,UDI
01162,1350,Flaxieu,66,45.8543854094,5.76557245306,Serge,BAL,1956-03-09,2008,SE
01163,1340,Foissiat,1961,46.3400485451,5.13297724307,Jean-Pierre,FROMONT,1946-03-23,2001,DVG
01165,1090,Francheleins,1370,46.0869886552,4.79611073763,Irène,LECLERC,1961-05-30,2007,DVD
01166,1480,Frans,1974,46.0178170669,4.81482624573,Martial,THEVENET,1956-07-11,2008,DVD
01167,1140,Garnerans,660,46.1670266686,4.8459954399,Dominique,VIOT,1961-02-03,2014,SE
01169,1090,Genouilleux,605,46.0869886552,4.79611073763,Robert,DESPLACE,1947-02-11,2010,SE
01170,1460,Beard-Géovreissiat,950,46.1732029522,5.56455683284,Laurent,COMTET,1967-12-02,2014,SE
01171,1100,Géovreisset,912,46.2468792013,5.65226081977,Jeannine,MOREL,1948-06-25,2008,SE
01172,1250,Germagnat,146,46.2066710432,5.38605889851,Alain,BINARD,1948-12-09,2014,SE
01173,1170,Gex,10446,46.3286268081,6.03059799732,Patrice,DUNAND,1968-10-15,2014,DVD
01174,1130,Giron,166,46.1948352393,5.7148151411,Eric,TARPIN-LYONNET,1963-02-01,2014,SE
01175,1190,Gorrevod,802,46.4316836316,4.96424452785,Henri,GUILLERMIN,1940-12-24,1995,UMP-LR
01176,None,Le Grand-Abergement,108,None,None,Jean,ROCHE,1947-04-17,2014,NA
01177,1250,Grand-Corent,167,46.2066710432,5.38605889851,Bernard,CHARLES,1951-06-22,2012,SE
01179,1290,Grièges,1913,46.2466681,4.88543738301,Joëlle,RENOUD,1957-10-05,2014,SE
01180,1220,Grilly,775,46.3657930813,6.1147054957,Judith,HEBERT,1970-03-10,2014,SE
01181,1100,Groissiat,1153,46.2468792013,5.65226081977,Jean-Luc,MARRON,1951-09-21,2014,DVD
01182,None,Groslée,352,None,None,Marthe,AURELE,1943-02-16,NA,NA
01183,1090,Guéreins,1341,46.0869886552,4.79611073763,Guy,MORILLON,1951-02-01,2001,UDI
01184,1250,Hautecourt-Romanèche,791,46.2066710432,5.38605889851,Vincent,AZNAR,1974-07-22,2014,SE
01185,1110,Hauteville-Lompnes,3971,45.9724218119,5.577110369,Bernard,ARGENTI,1951-06-13,2001,UMP-LR
01186,1110,Hostiaz,83,45.9724218119,5.577110369,Henriette,BOUCLIER,1941-04-17,2009,NA
01187,1260,Hotonnes,299,45.9506630232,5.68746147482,Jean-Louis,GENESSAY,1948-01-31,2014,NA
01188,1140,Illiat,572,46.1670266686,4.8459954399,Bernard,LITAUDON,1948-06-15,2008,SE
01189,1200,Injoux-Génissiat,1102,46.1338706653,5.81259483702,Albert,COCHET,1961-04-25,2010,DVG
01190,1680,Innimond,116,45.752622921,5.55446422211,Eric,NODET,1963-11-06,2008,SE
01191,1430,Izenave,166,46.1000038391,5.54230808548,Thiery,DRUET,1964-07-22,2014,NA
01192,1580,Izernore,2294,46.2402104429,5.54908625912,Michel,COLLETAZ,1947-10-03,2008,DVD
01193,1300,Izieu,201,45.7328309975,5.65715901636,Denis,MARTIN-BARBAZ,1965-03-30,2014,DVD
01194,1480,Jassans-Riottier,6044,46.0178170669,4.81482624573,Jean-Pierre,REVERCHON,1949-05-13,2014,SE
01195,1250,Jasseron,1622,46.2066710432,5.38605889851,Alain,MATHIEU,1959-06-25,2014,DVG
01196,1340,Jayat,1076,46.3400485451,5.13297724307,Robert,LONGERON,1950-03-13,2014,DVD
01197,1250,Journans,332,46.2066710432,5.38605889851,Gérard,SEYZERIAT,1954-03-13,2010,NA
01198,1800,Joyeux,237,45.8984701804,5.16340257624,Marius,BROCARD,1942-12-08,2001,SE
01199,1640,Jujurieux,2124,46.0337779297,5.42151732468,Anne,BOLLACHE,1966-10-17,2014,DVG
01200,1450,Labalme,204,46.1107742949,5.45519733117,Frédérique,MOLLIE,1968-11-23,2014,SE
01202,1150,Lagnieu,6785,45.8772713832,5.32595701713,André,MOINGEON,1948-10-26,2004,UMP-LR
01203,1290,Laiz,1148,46.2466681,4.88543738301,Yves,ZANCANARO,1953-07-05,2001,SE
01204,1130,Lalleyriat,248,46.1948352393,5.7148151411,Denis,GOIFFON,1956-09-02,1995,NA
01205,1200,Lancrans,1046,46.1338706653,5.81259483702,Christophe,MAYET,1971-06-10,2014,DVD
01206,1430,Lantenay,260,46.1000038391,5.54230808548,Hervé,LEROY,1955-03-11,2011,NA
01207,1330,Lapeyrouse,295,45.9976909227,5.02164504767,Gilles,DUBOST,1959-04-11,2008,SE
01208,1350,Lavours,151,45.8543854094,5.76557245306,Daniel,WAELPUT,1952-11-12,2014,SE
01209,1200,Léaz,577,46.1338706653,5.81259483702,Alain,GILLARD,1952-07-06,2014,SE
01210,1410,Lélex,227,46.2796643227,5.91198359476,Pierre,MOREL,1945-10-21,2014,SE
01211,1240,Lent,1357,46.0916655381,5.14797548998,Marie-Claire,PANABIERES,1961-09-17,2014,SE
01212,1560,Lescheroux,690,46.44295833,5.12304891736,Aimé,NICOLIER,1972-05-17,2014,SE
01213,1150,Leyment,1265,45.8772713832,5.32595701713,Marilyn,BOTTEX,1976-07-15,2008,DVD
01214,1450,Leyssard,152,46.1107742949,5.45519733117,Michel,MOURLEVAT,1958-01-18,2008,DVG
01215,1420,Lhôpital,56,45.9853522838,5.7838620591,Frédéric,MALFAIT,1974-11-28,2014,SE
01216,1680,Lhuis,872,45.752622921,5.55446422211,Simon,ALBERT,1947-03-18,2008,SE
01218,1260,Lochieu,93,45.9506630232,5.68746147482,Gérard,BERTHIER,1949-02-24,2008,NA
01219,1680,Lompnas,148,45.752622921,5.55446422211,François-Xavier,DURAND,1962-06-15,2001,NA
01221,1260,Lompnieu,125,45.9506630232,5.68746147482,Marc,CHARVET,1947-09-10,2010,NA
01224,1360,Loyettes,2825,45.8283269463,5.15327415034,Jean-Pierre,GAGNE,1957-09-23,2008,DVD
01225,1090,Lurcy,392,46.0869886552,4.79611073763,Nathalie,BISIGNANO,1964-10-15,2008,SE
01227,1300,Magnieu,434,45.7328309975,5.65715901636,René,TURELLO,1944-10-31,1995,NA
01228,1430,Maillat,670,46.1000038391,5.54230808548,Jean Cyrille,DUCRET,1958-06-07,1995,SE
01229,1340,Malafretaz,1018,46.3400485451,5.13297724307,Alain,VIVIET,1950-05-19,2008,DVD
01230,1560,Mantenay-Montlin,295,46.44295833,5.12304891736,Michel,LEMAIRE,1950-07-26,2014,SE
01231,1570,Manziat,1932,46.3545794503,4.88868114295,Denis,LARDET,1967-09-05,2014,UMP-LR
01232,1851,Marboz,2185,46.3443305857,5.24375404397,Alain,GESTAS,1954-11-06,2008,DVG
01233,1680,Marchamp,124,45.752622921,5.55446422211,Jean,MARCELLI,1943-07-01,1995,SE
01234,1300,Marignieu,148,45.7328309975,5.65715901636,Bernard,PUTHOD,1958-02-12,2001,NA
01235,1240,Marlieux,931,46.0916655381,5.14797548998,Jean-Paul,GRANDJEAN,1943-07-03,2014,SE
01236,1340,Marsonnas,1020,46.3400485451,5.13297724307,Guy,ANTOINET,1953-08-23,2014,DVD
01237,1100,Martignat,1595,46.2468792013,5.65226081977,Yves,LOCATELLI,1948-12-05,2014,SE
01238,1600,Massieux,2416,45.9478092043,4.80583207499,Bernard,GRISON,1950-05-21,2008,DVD
01239,1300,Massignieu-de-Rives,625,45.7328309975,5.65715901636,Julien,QUINARD,1980-10-24,NA,NA
01240,1580,Matafelon-Granges,652,46.2402104429,5.54908625912,Jean-Pierre,DUPARCHY,1954-04-21,2008,SE
01241,1370,Meillonnas,1282,46.2853749129,5.32614321781,Jean-Paul,NEVEU,1947-07-01,2010,NA
01242,1450,Mérignat,134,46.1107742949,5.45519733117,Marie-Odile,LE CORRE,1954-02-10,2014,SE
01243,1480,Messimy-sur-Saône,1207,46.0178170669,4.81482624573,Yvette,BADOIL,1950-10-29,2014,SE
01244,1800,Meximieux,7253,45.8984701804,5.16340257624,Christian,BUSSY,1949-07-20,1995,UMP-LR
01245,1250,Bohas-Meyriat-Rignat,832,46.2066710432,5.38605889851,Jean-Luc,LUEZ,1951-12-12,1995,DVG
01246,1660,Mézériat,2090,46.2212048437,5.05767036024,Etienne,ROBIN,1953-05-03,2008,UMP-LR
01247,1410,Mijoux,377,46.2796643227,5.91198359476,Jean-Yves,LAPEYRERE,1962-08-07,2008,SE
01248,1390,Mionnay,2072,45.9283135136,4.92727608131,Henri,CORMORECHE,1954-12-09,2008,DVD
01249,1700,Miribel,9031,45.8388521429,4.95806179291,Sylvie,VIRICEL,1960-08-13,2014,DVG
01250,1600,Misérieux,1779,45.9478092043,4.80583207499,Etienne,SERRAT,1946-04-05,2008,DVD
01252,1140,Mogneneins,737,46.1670266686,4.8459954399,Jean-Pierre,CHAMPION,1948-09-15,2008,SE
01254,1250,Montagnat,1693,46.2066710432,5.38605889851,Yvan,CHICHOUX,1954-10-08,2001,NA
01255,1470,Montagnieu,514,45.805864462,5.47727707691,Amandine,ARRIGONI,1981-10-17,2009,SE
01257,1200,Montanges,327,46.1338706653,5.81259483702,Daniel,PATUEL,1942-02-23,2008,SE
01258,1090,Montceaux,1214,46.0869886552,4.79611073763,Jean-Claude,DESCHIZEAUX,1948-03-16,1989,NA
01259,1310,Montcet,668,46.2412963633,5.11553315012,Yves,BOUILLOUX,1956-05-11,1995,SE
01260,1800,Le Montellier,243,45.8984701804,5.16340257624,Patrice,MARTIN,1971-05-13,2014,SE
01261,1390,Monthieux,623,45.9283135136,4.92727608131,Gisèle,BACONNIER,1952-02-12,1995,DVD
01262,1120,Montluel,7112,45.8725197955,5.04054729356,Romain,DAUBIE,1980-05-05,2014,UMP-LR
01263,1090,Montmerle-sur-Saône,3818,46.0869886552,4.79611073763,Raphaël,LAMURE,1971-02-23,2014,DVD
01264,1310,Montracol,970,46.2412963633,5.11553315012,Thierry,DRUGUET,1959-08-02,2014,SE
01265,1460,Montréal-la-Cluse,3422,46.1732029522,5.56455683284,Jean,DEGUERRY,1963-11-22,2014,DVD
01266,1340,Montrevel-en-Bresse,2390,46.3400485451,5.13297724307,Jean-Pierre,ROCHE,1953-03-08,1995,DVG
01267,1460,Nurieux-Volognat,1044,46.1732029522,5.56455683284,Arlette,BERGER,1948-08-18,2014,DVG
01268,1300,Murs-et-Gélignieux,245,45.7328309975,5.65715901636,Jean-Paul,CONAND,1964-06-26,NA,NA
01269,1130,Nantua,3651,46.1948352393,5.7148151411,Jean-Pierre,CARMINATI,1957-01-24,2008,DVD
01271,None,Nattages,574,None,None,Claude,COMET,1954-11-16,NA,NA
01272,1400,Neuville-les-Dames,1497,46.1331001556,4.99858455549,Florent,CHEVREL,1971-02-25,2014,SE
01273,1160,Neuville-sur-Ain,1592,46.0747014809,5.31394582841,Thierry,DUPUIS,1959-01-19,2001,DVG
01274,1130,Les Neyrolles,632,46.1948352393,5.7148151411,Lucien,JUILLARD,1949-07-24,2008,SE
01275,1700,Neyron,2489,45.8388521429,4.95806179291,André,GADIOLET,1943-07-12,2003,SE
01276,1120,Niévroz,1495,45.8725197955,5.04054729356,Patrick,BATTISTA,1959-12-28,2001,UMP-LR
01277,1230,Nivollet-Montgriffon,135,45.9329292993,5.4692328328,Jean-Claude,LHERBE,1953-11-30,1983,NA
01279,1230,Oncieu,93,45.9329292993,5.4692328328,Ghislaine,PERNOD,1956-05-08,2014,NA
